Tid,coupon_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,Label,Results
203.205.144.184-10.42.0.151-80-56468-6,coupon_104404,C111115,Female,21,Shoes,3,1800.51,Cash,25-03-21,Kanyon,1,1
203.205.147.229-10.42.0.211-80-51783-6,coupon_926542,C248988,Female,45,Toys,1,35.84,Debit Card,05-03-21,Kanyon,1,1
10.42.0.211-104.192.110.245-33820-80-6,coupon_263473,C162574,Female,58,Shoes,3,1800.51,Credit Card,02-08-21,Kanyon,0,0
10.42.0.211-10.42.0.1-6718-53-17,coupon_177317,C331880,Male,53,Food & Beverage,4,20.92,Cash,16-04-21,Mall of Istanbul,0,0
10.42.0.211-10.42.0.1-40781-53-17,coupon_941223,C291911,Female,53,Clothing,5,1500.4,Credit Card,03-02-23,Emaar Square Mall,1,1
172.217.9.227-10.42.0.151-443-53941-6,coupon_323436,C153958,Male,39,Food & Beverage,5,26.15,Debit Card,06-05-22,Kanyon,1,1
172.217.9.238-10.42.0.151-443-39932-6,coupon_245250,C125209,Female,21,Shoes,1,600.17,Cash,05-02-22,Mall of Istanbul,1,1
10.42.0.211-54.243.56.30-40660-443-6,coupon_589196,C320640,Female,51,Toys,1,35.84,Credit Card,01-12-22,Mall of Istanbul,1,1
10.42.0.42-104.97.95.172-59475-80-6,coupon_241028,C803666,Male,50,Clothing,2,600.16,Debit Card,16-12-21,Emaar Square Mall,0,0
10.42.0.211-47.88.68.21-42018-443-6,coupon_846943,C134691,Female,50,Cosmetics,4,162.64,Cash,06-01-23,Mall of Istanbul,0,0
10.42.0.211-104.196.69.241-35086-443-6,coupon_131492,C729802,Male,61,Food & Beverage,3,15.69,Cash,08-12-21,Kanyon,0,0
172.217.10.42-10.42.0.151-443-34145-6,coupon_252340,C252250,Male,44,Food & Beverage,5,26.15,Credit Card,23-02-21,Mall of Istanbul,1,1
10.42.0.151-10.42.0.1-47875-53-17,coupon_571614,C208545,Female,31,Souvenir,4,46.92,Debit Card,07-01-22,Istinye Park,0,0
10.42.0.151-35.185.16.183-40210-443-6,coupon_269945,C310975,Male,64,Food & Beverage,1,5.23,Credit Card,14-02-22,Kanyon,0,0
10.42.0.1-10.42.0.42-53-3658-17,coupon_293115,C109758,Male,50,Clothing,2,600.16,Credit Card,20-05-22,Viaport Outlet,0,0
206.126.112.142-10.42.0.151-443-41347-6,coupon_180632,C214463,Male,45,Clothing,1,300.08,Credit Card,15-10-21,Istinye Park,0,0
172.217.11.14-10.42.0.151-443-50281-6,coupon_946433,C387164,Female,29,Technology,4,4200.0,Debit Card,02-02-23,Kanyon,1,1
10.42.0.211-104.192.108.27-45013-80-6,coupon_557864,C135196,Female,33,Clothing,1,300.08,Cash,09-11-21,Mall of Istanbul,1,1
10.42.0.151-106.11.95.7-53017-443-6,coupon_721903,C284031,Male,29,Food & Beverage,2,10.46,Cash,09-01-23,Mall of Istanbul,1,1
10.42.0.1-10.42.0.42-53-40890-17,coupon_995914,C259260,Male,65,Technology,3,3150.0,Credit Card,22-11-21,Metrocity,1,1
172.217.12.174-10.42.0.151-443-34240-6,coupon_423124,C109593,Female,66,Clothing,1,300.08,Cash,07-01-23,Metrocity,0,0
10.42.0.151-10.42.0.1-17414-53-17,coupon_318626,C270238,Male,54,Cosmetics,3,121.98,Credit Card,23-09-22,Istinye Park,1,1
172.217.10.109-10.42.0.151-443-60900-6,coupon_284431,C308978,Male,44,Technology,4,4200.0,Credit Card,24-06-22,Metropol AVM,0,0
172.217.12.206-10.42.0.211-443-46792-6,coupon_334469,C221607,Male,46,Toys,5,179.2,Cash,04-07-21,Kanyon,1,1
10.42.0.211-66.231.239.120-48297-443-6,coupon_568785,C115148,Male,37,Food & Beverage,5,26.15,Cash,23-08-21,Metropol AVM,1,1
172.217.7.2-10.42.0.211-443-34947-6,coupon_307376,C253248,Female,22,Food & Beverage,5,26.15,Credit Card,11-08-22,Metrocity,0,0
10.42.0.211-10.42.0.1-51222-53-17,coupon_136509,C290760,Female,55,Cosmetics,4,162.64,Cash,02-08-21,Mall of Istanbul,0,0
10.42.0.211-23.194.141.191-39110-443-6,coupon_194798,C258089,Male,41,Technology,2,2100.0,Cash,07-07-22,Mall of Istanbul,0,0
10.42.0.211-101.37.100.196-49798-9500-6,coupon_295482,C209440,Male,24,Shoes,3,1800.51,Credit Card,17-10-22,Zorlu Center,1,1
10.42.0.211-10.42.0.1-33066-53-17,coupon_472275,C203263,Female,43,Cosmetics,4,162.64,Cash,14-11-22,Metrocity,1,1
158.85.48.247-10.42.0.211-443-50106-6,coupon_301404,C232103,Male,40,Clothing,3,900.24,Credit Card,24-03-21,Cevahir AVM,0,0
10.42.0.151-10.42.0.1-1689-53-17,coupon_100487,C213360,Female,22,Cosmetics,4,162.64,Cash,19-02-21,Kanyon,0,0
172.217.10.10-10.42.0.211-443-32863-6,coupon_206026,C225105,Female,27,Books,1,15.15,Cash,12-11-22,Forum Istanbul,1,1
183.79.249.252-10.42.0.211-80-35050-6,coupon_332620,C158124,Female,68,Cosmetics,2,81.32,Credit Card,13-04-21,Mall of Istanbul,1,1
172.217.10.106-10.42.0.42-443-42091-6,coupon_434161,C246484,Female,48,Clothing,2,600.16,Credit Card,03-05-21,Metropol AVM,0,0
208.80.154.224-10.42.0.211-443-34708-6,coupon_166306,C197019,Female,56,Clothing,3,900.24,Cash,24-04-22,Viaport Outlet,0,0
10.42.0.42-106.39.169.66-50131-80-6,coupon_207389,C947114,Male,25,Clothing,3,900.24,Debit Card,17-12-22,Kanyon,1,1
10.42.0.211-123.125.104.197-60038-80-6,coupon_237018,C115431,Male,30,Food & Beverage,4,20.92,Cash,19-11-22,Mall of Istanbul,0,0
182.22.24.124-10.42.0.211-443-55179-6,coupon_246114,C266394,Female,49,Toys,5,179.2,Credit Card,22-09-22,Metropol AVM,0,0
172.217.2.170-10.42.0.42-443-34019-6,coupon_216889,C122371,Male,57,Clothing,2,600.16,Credit Card,16-03-22,Mall of Istanbul,0,0
172.217.11.42-10.42.0.211-443-39098-6,coupon_137065,C736428,Female,46,Food & Beverage,4,20.92,Cash,01-01-22,Mall of Istanbul,1,1
10.42.0.211-10.42.0.1-16024-53-17,coupon_284262,C127339,Male,29,Food & Beverage,3,15.69,Cash,23-07-21,Kanyon,1,1
10.42.0.211-54.186.154.10-57636-443-6,coupon_154122,C164662,Female,69,Cosmetics,1,40.66,Debit Card,22-12-21,Metrocity,1,1
203.130.53.126-10.42.0.211-80-36750-6,coupon_950429,C248884,Female,42,Cosmetics,2,81.32,Debit Card,09-03-22,Kanyon,1,1
10.42.0.211-10.42.0.1-60126-53-17,coupon_499170,C100684,Female,38,Toys,1,35.84,Credit Card,20-02-22,Kanyon,1,1
10.42.0.42-119.146.74.49-58285-443-6,coupon_253083,C240688,Female,46,Clothing,2,600.16,Debit Card,14-11-21,Metrocity,1,1
157.240.2.25-10.42.0.211-443-43423-6,coupon_508173,C246364,Male,31,Cosmetics,3,121.98,Debit Card,23-01-22,Metropol AVM,1,1
10.42.0.211-23.206.166.66-52711-80-6,coupon_763131,C195413,Male,26,Clothing,5,1500.4,Cash,16-01-21,Mall of Istanbul,0,0
10.42.0.151-104.244.42.66-50609-443-6,coupon_149766,C197308,Female,48,Cosmetics,3,121.98,Cash,02-04-22,Mall of Istanbul,0,0
10.42.0.211-10.42.0.1-1771-53-17,coupon_702817,C264767,Male,30,Books,5,75.75,Credit Card,16-10-22,Kanyon,0,0
172.217.6.206-10.42.0.151-443-43785-6,coupon_208491,C299172,Male,56,Clothing,1,300.08,Cash,18-01-23,Kanyon,1,1
10.42.0.1-10.42.0.42-53-62549-17,coupon_337030,C994327,Male,65,Food & Beverage,2,10.46,Cash,27-09-22,Metrocity,0,0
157.240.2.20-10.42.0.211-443-58402-6,coupon_312041,C337644,Female,53,Clothing,2,600.16,Credit Card,31-01-22,Mall of Istanbul,1,1
10.42.0.1-10.42.0.42-53-57733-17,coupon_150629,C175449,Female,43,Clothing,3,900.24,Cash,10-12-22,Kanyon,0,0
172.217.3.99-10.42.0.42-443-59212-6,coupon_197620,C249092,Male,26,Food & Beverage,2,10.46,Cash,08-04-22,Metrocity,1,1
10.42.0.211-66.198.24.253-37425-443-6,coupon_730771,C432132,Male,23,Clothing,5,1500.4,Debit Card,05-08-22,Metrocity,0,0
10.42.0.42-119.146.74.34-37759-80-6,coupon_873382,C289802,Female,54,Shoes,4,2400.68,Credit Card,07-01-23,Metrocity,0,0
10.42.0.211-98.139.199.204-54068-443-6,coupon_637675,C194330,Male,56,Clothing,4,1200.32,Cash,28-06-21,Kanyon,1,1
10.42.0.211-10.42.0.1-22700-53-17,coupon_153278,C127945,Female,37,Toys,2,71.68,Cash,04-06-22,Mall of Istanbul,0,0
10.42.0.211-10.42.0.1-46032-53-17,coupon_842493,C202057,Male,48,Clothing,3,900.24,Debit Card,25-07-21,Mall of Istanbul,1,1
10.42.0.211-64.71.142.124-48352-80-6,coupon_156991,C315209,Male,56,Food & Beverage,2,10.46,Debit Card,14-02-21,Emaar Square Mall,1,1
209.85.144.139-10.42.0.211-443-43075-6,coupon_722730,C323605,Female,58,Souvenir,2,23.46,Cash,28-07-22,Kanyon,1,1
10.42.0.211-77.234.42.92-35240-443-6,coupon_299533,C282395,Female,40,Food & Beverage,3,15.69,Credit Card,09-09-22,Kanyon,0,0
220.243.219.55-10.42.0.151-80-58252-6,coupon_187160,C109491,Female,38,Shoes,5,3000.85,Debit Card,19-03-22,Kanyon,1,1
10.42.0.211-10.42.0.1-21470-53-17,coupon_101832,C261194,Female,40,Cosmetics,3,121.98,Credit Card,25-12-22,Kanyon,0,0
10.42.0.211-123.125.29.220-41301-80-6,coupon_943403,C232330,Male,64,Toys,1,35.84,Cash,20-09-22,Mall of Istanbul,0,0
140.205.34.4-10.42.0.151-443-57745-6,coupon_454983,C737782,Male,28,Souvenir,5,58.65,Debit Card,12-04-22,Mall of Istanbul,1,1
10.42.0.211-31.13.80.5-33126-443-6,coupon_338302,C123201,Male,49,Cosmetics,4,162.64,Debit Card,03-10-21,Viaport Outlet,1,1
172.217.10.2-10.42.0.211-443-48931-6,coupon_328822,C230641,Male,51,Food & Beverage,3,15.69,Cash,13-06-22,Metrocity,0,0
172.217.6.206-10.42.0.151-443-47128-6,coupon_168181,C805154,Male,22,Clothing,3,900.24,Credit Card,01-07-21,Metrocity,0,0
10.42.0.211-10.42.0.1-9662-53-17,coupon_108543,C330021,Female,67,Clothing,5,1500.4,Debit Card,08-07-22,Viaport Outlet,1,1
10.42.0.211-106.11.30.199-36656-443-6,coupon_120615,C107668,Female,22,Toys,2,71.68,Credit Card,02-02-22,Istinye Park,0,0
10.42.0.211-47.89.67.224-57287-443-6,coupon_248840,C209722,Female,26,Clothing,3,900.24,Cash,10-11-22,Mall of Istanbul,0,0
10.42.0.42-85.93.5.83-57018-80-6,coupon_283774,C210614,Female,42,Toys,1,35.84,Debit Card,01-01-23,Istinye Park,0,0
10.42.0.211-10.42.0.1-9066-53-17,coupon_212305,C212378,Female,45,Books,1,15.15,Credit Card,06-11-21,Emaar Square Mall,0,0
10.42.0.211-104.193.88.109-37721-80-6,coupon_111228,C313586,Female,43,Clothing,1,300.08,Credit Card,09-04-21,Kanyon,0,0
10.42.0.211-123.125.115.164-42497-443-6,coupon_230558,C292604,Female,35,Cosmetics,2,81.32,Debit Card,31-07-21,Kanyon,1,1
180.149.134.221-10.42.0.211-80-59677-6,coupon_130124,C216257,Male,49,Clothing,3,900.24,Credit Card,15-08-22,Viaport Outlet,1,1
172.217.6.234-10.42.0.211-443-38989-6,coupon_221797,C272779,Female,49,Food & Beverage,3,15.69,Cash,24-08-21,Metrocity,1,1
10.42.0.151-10.42.0.1-47814-53-17,coupon_154490,C100507,Male,33,Clothing,5,1500.4,Cash,24-01-22,Mall of Istanbul,0,0
172.217.11.46-10.42.0.211-443-36373-6,coupon_159376,C190072,Female,65,Food & Beverage,2,10.46,Cash,14-06-22,Metropol AVM,1,1
175.100.207.232-10.42.0.211-80-56480-6,coupon_214545,C111827,Male,40,Souvenir,4,46.92,Cash,05-12-21,Metropol AVM,0,0
172.217.10.65-10.42.0.211-443-52676-6,coupon_213589,C203955,Male,68,Technology,2,2100.0,Cash,12-10-21,Viaport Outlet,0,0
10.42.0.211-103.7.30.118-60369-80-6,coupon_101148,C680169,Female,26,Cosmetics,4,162.64,Cash,21-04-22,Cevahir AVM,1,1
172.217.10.10-10.42.0.151-443-34328-6,coupon_186663,C281091,Male,38,Toys,1,35.84,Debit Card,24-06-21,Kanyon,0,0
203.205.151.47-10.42.0.211-80-50287-6,coupon_291062,C209122,Female,56,Cosmetics,4,162.64,Credit Card,05-03-23,Kanyon,0,0
10.42.0.151-72.21.207.79-37091-443-6,coupon_103389,C231964,Male,19,Cosmetics,1,40.66,Cash,09-05-21,Kanyon,1,1
172.217.11.10-10.42.0.151-443-34267-6,coupon_140596,C291641,Female,18,Cosmetics,2,81.32,Cash,11-09-21,Metrocity,1,1
172.217.6.227-10.42.0.211-443-39283-6,coupon_115322,C315386,Male,55,Food & Beverage,1,5.23,Credit Card,01-10-21,Forum Istanbul,0,0
10.42.0.211-106.11.94.1-42151-443-6,coupon_273800,C290158,Female,53,Cosmetics,2,81.32,Cash,01-08-21,Mall of Istanbul,1,1
10.42.0.42-66.198.178.90-59285-80-6,coupon_384332,C226218,Female,69,Cosmetics,1,40.66,Cash,04-09-21,Metrocity,0,0
10.42.0.42-66.231.239.110-57479-443-6,coupon_268628,C633946,Male,27,Cosmetics,3,121.98,Cash,21-05-21,Mall of Istanbul,0,0
202.77.129.150-10.42.0.151-443-44747-6,coupon_146305,C118742,Female,36,Food & Beverage,2,10.46,Cash,11-07-22,Kanyon,1,1
172.217.6.206-10.42.0.151-443-34412-6,coupon_648743,C218295,Female,61,Shoes,5,3000.85,Debit Card,02-01-23,Mall of Istanbul,1,1
10.42.0.211-23.15.4.9-51100-80-6,coupon_733806,C310472,Female,51,Food & Beverage,4,20.92,Credit Card,21-03-21,Metropol AVM,1,1
10.42.0.211-10.42.0.1-29900-53-17,coupon_214007,C119440,Male,38,Toys,4,143.36,Credit Card,25-03-22,Metrocity,1,1
10.42.0.42-123.125.29.138-52804-80-6,coupon_480974,C230305,Male,34,Food & Beverage,2,10.46,Debit Card,10-05-21,Mall of Istanbul,0,0
172.217.12.163-10.42.0.211-80-38243-6,coupon_126095,C197131,Male,23,Food & Beverage,5,26.15,Credit Card,24-03-22,Metropol AVM,0,0
10.42.0.211-113.108.216.233-60385-80-6,coupon_100033,C278721,Male,56,Food & Beverage,4,20.92,Credit Card,19-10-21,Zorlu Center,1,1
10.42.0.151-121.12.98.78-58834-80-6,coupon_265860,C247868,Male,60,Food & Beverage,4,20.92,Credit Card,15-03-22,Mall of Istanbul,1,1
172.217.10.78-10.42.0.151-443-37898-6,coupon_512570,C834257,Female,59,Souvenir,4,46.92,Cash,24-11-22,Metrocity,1,1
10.42.0.211-10.42.0.1-29065-53-17,coupon_118757,C242041,Male,43,Clothing,1,300.08,Credit Card,21-07-22,Kanyon,1,1
10.42.0.211-10.42.0.1-60598-53-17,coupon_313516,C892871,Male,55,Books,4,60.6,Cash,29-03-21,Metrocity,1,1
203.205.158.52-10.42.0.42-80-47426-6,coupon_223795,C280596,Male,40,Clothing,3,900.24,Cash,26-12-22,Metrocity,1,1
198.11.132.178-10.42.0.211-443-41230-6,coupon_254341,C703073,Female,43,Food & Beverage,2,10.46,Credit Card,21-01-23,Metropol AVM,1,1
172.217.12.195-10.42.0.151-443-46374-6,coupon_273435,C282097,Male,59,Food & Beverage,4,20.92,Credit Card,06-11-21,Emaar Square Mall,1,1
172.217.12.170-10.42.0.42-443-50094-6,coupon_127616,C179726,Male,24,Books,5,75.75,Debit Card,12-12-21,Kanyon,1,1
10.42.0.211-123.125.115.164-34362-443-6,coupon_893043,C838282,Female,63,Clothing,5,1500.4,Credit Card,11-11-22,Kanyon,0,0
184.50.105.35-10.42.0.211-443-38210-6,coupon_295712,C181939,Male,31,Food & Beverage,2,10.46,Cash,25-06-22,Mall of Istanbul,1,1
10.42.0.211-23.206.125.17-54314-80-6,coupon_162565,C755148,Female,69,Clothing,2,600.16,Credit Card,04-07-22,Istinye Park,1,1
10.42.0.211-64.71.142.96-42128-443-6,coupon_300520,C282107,Female,36,Books,3,45.45,Credit Card,02-02-23,Metrocity,1,1
10.42.0.151-121.12.98.64-59123-80-6,coupon_149473,C102560,Female,54,Clothing,3,900.24,Cash,30-01-21,Kanyon,1,1
183.79.250.123-10.42.0.211-443-60676-6,coupon_936118,C229670,Male,22,Food & Beverage,3,15.69,Cash,19-02-23,Istinye Park,1,1
10.42.0.211-66.231.239.120-41581-80-6,coupon_242648,C269986,Male,39,Food & Beverage,1,5.23,Cash,22-06-22,Metrocity,0,0
10.42.0.211-103.7.30.118-33207-80-6,coupon_725938,C191300,Male,26,Cosmetics,3,121.98,Debit Card,16-10-22,Metropol AVM,1,1
172.217.10.66-10.42.0.151-443-40194-6,coupon_299480,C167158,Male,44,Shoes,2,1200.34,Credit Card,09-12-22,Metrocity,1,1
216.58.219.238-10.42.0.151-443-42138-6,coupon_134272,C318225,Female,35,Toys,1,35.84,Debit Card,01-12-22,Metropol AVM,0,0
10.42.0.151-10.42.0.1-50041-53-17,coupon_128518,C101108,Female,66,Shoes,1,600.17,Debit Card,06-09-21,Mall of Istanbul,1,1
10.42.0.151-52.216.1.211-40397-443-6,coupon_293208,C103073,Male,61,Shoes,1,600.17,Cash,07-02-22,Mall of Istanbul,0,0
172.217.12.162-10.42.0.211-443-36706-6,coupon_332003,C299787,Female,30,Cosmetics,2,81.32,Credit Card,16-12-21,Cevahir AVM,0,0
216.58.219.202-10.42.0.211-443-53137-6,coupon_251779,C555827,Male,55,Toys,5,179.2,Debit Card,12-03-22,Zorlu Center,1,1
172.217.10.10-10.42.0.211-443-40611-6,coupon_334155,C992695,Female,22,Books,3,45.45,Debit Card,15-12-22,Viaport Outlet,1,1
10.42.0.211-36.110.213.49-44434-80-6,coupon_724379,C178176,Female,51,Clothing,1,300.08,Debit Card,26-12-21,Metropol AVM,0,0
10.42.0.211-64.71.142.124-41525-80-6,coupon_843249,C211245,Male,53,Cosmetics,4,162.64,Cash,04-01-21,Kanyon,0,0
10.42.0.151-10.42.0.1-7800-53-17,coupon_292746,C139231,Female,54,Clothing,5,1500.4,Credit Card,27-04-22,Viaport Outlet,1,1
216.58.217.132-10.42.0.151-443-48535-6,coupon_230701,C339339,Male,34,Clothing,2,600.16,Credit Card,19-02-23,Emaar Square Mall,1,1
10.42.0.42-123.125.115.164-53676-443-6,coupon_230983,C321993,Female,49,Clothing,1,300.08,Credit Card,02-03-23,Kanyon,1,1
10.42.0.211-10.42.0.1-61148-53-17,coupon_313187,C226519,Female,41,Souvenir,4,46.92,Cash,28-01-21,Kanyon,0,0
172.217.10.234-10.42.0.151-443-42319-6,coupon_206607,C715684,Female,34,Clothing,1,300.08,Credit Card,19-06-21,Kanyon,1,1
216.58.219.238-10.42.0.151-443-39675-6,coupon_323928,C328195,Female,59,Cosmetics,3,121.98,Cash,16-07-21,Cevahir AVM,1,1
10.42.0.151-47.89.67.245-33103-443-6,coupon_374693,C284366,Female,20,Food & Beverage,2,10.46,Cash,03-11-21,Istinye Park,0,0
220.243.219.55-10.42.0.211-80-58490-6,coupon_318521,C354398,Female,23,Clothing,5,1500.4,Cash,16-11-21,Mall of Istanbul,0,0
10.42.0.211-66.231.239.122-52175-80-6,coupon_222827,C317063,Female,25,Clothing,3,900.24,Credit Card,27-11-22,Mall of Istanbul,1,1
10.42.0.211-72.21.206.135-36324-443-6,coupon_649554,C156360,Female,63,Toys,3,107.52,Debit Card,02-08-21,Kanyon,1,1
10.42.0.211-10.42.0.1-4465-53-17,coupon_111055,C474896,Male,68,Technology,1,1050.0,Credit Card,26-08-22,Mall of Istanbul,1,1
10.42.0.211-10.42.0.1-63487-53-17,coupon_570709,C140082,Male,58,Shoes,1,600.17,Debit Card,08-09-21,Cevahir AVM,0,0
10.42.0.151-106.39.162.36-43308-80-6,coupon_251307,C240510,Male,58,Shoes,1,600.17,Debit Card,01-01-22,Mall of Istanbul,1,1
10.42.0.211-10.42.0.1-4473-53-17,coupon_117277,C292758,Male,47,Clothing,1,300.08,Credit Card,11-01-23,Istinye Park,1,1
169.55.75.110-10.42.0.151-443-39689-6,coupon_240824,C222262,Female,22,Clothing,5,1500.4,Credit Card,28-08-21,Mall of Istanbul,0,0
172.217.11.14-10.42.0.151-443-57625-6,coupon_135134,C130016,Female,51,Cosmetics,1,40.66,Credit Card,01-03-21,Metrocity,0,0
10.42.0.151-10.42.0.1-56314-53-17,coupon_222401,C305749,Male,56,Food & Beverage,5,26.15,Cash,22-05-21,Viaport Outlet,1,1
180.149.153.234-10.42.0.211-80-49780-6,coupon_263185,C316261,Male,33,Clothing,5,1500.4,Cash,09-03-21,Kanyon,1,1
10.42.0.211-10.42.0.1-47222-53-17,coupon_311849,C178487,Male,27,Technology,5,5250.0,Debit Card,21-04-21,Cevahir AVM,1,1
172.217.11.46-10.42.0.151-443-34578-6,coupon_137332,C205731,Male,50,Shoes,4,2400.68,Cash,03-05-21,Istinye Park,0,0
10.42.0.1-10.42.0.42-53-41552-17,coupon_319596,C171122,Female,49,Technology,1,1050.0,Cash,13-01-22,Istinye Park,0,0
172.217.10.42-10.42.0.42-443-34097-6,coupon_632642,C266021,Female,52,Souvenir,5,58.65,Cash,12-03-22,Mall of Istanbul,0,0
10.42.0.151-31.13.80.52-52500-443-6,coupon_127930,C576719,Male,54,Clothing,1,300.08,Cash,15-11-22,Kanyon,1,1
10.42.0.211-104.192.110.245-44956-443-6,coupon_258931,C254022,Male,19,Cosmetics,3,121.98,Credit Card,20-10-21,Emaar Square Mall,1,1
10.42.0.42-123.151.79.150-45204-80-6,coupon_230411,C121489,Female,49,Cosmetics,5,203.3,Debit Card,30-09-21,Mall of Istanbul,0,0
10.42.0.151-10.42.0.1-50044-53-17,coupon_136610,C211545,Female,44,Cosmetics,4,162.64,Credit Card,31-01-21,Mall of Istanbul,1,1
182.22.24.124-10.42.0.211-443-33055-6,coupon_234673,C245349,Male,69,Food & Beverage,4,20.92,Credit Card,08-07-21,Metropol AVM,1,1
10.42.0.211-10.42.0.1-33017-53-17,coupon_138615,C644605,Female,41,Clothing,5,1500.4,Debit Card,07-10-21,Kanyon,1,1
203.205.158.52-10.42.0.42-80-47428-6,coupon_116541,C293936,Female,25,Toys,2,71.68,Cash,09-07-21,Viaport Outlet,0,0
10.42.0.211-31.13.71.36-41457-443-6,coupon_332971,C387282,Female,51,Shoes,4,2400.68,Cash,13-01-21,Istinye Park,1,1
10.42.0.211-10.42.0.1-59671-53-17,coupon_786653,C405837,Female,53,Shoes,1,600.17,Cash,20-07-22,Mall of Istanbul,1,1
10.42.0.211-123.125.46.141-44670-80-6,coupon_115338,C193298,Female,20,Clothing,3,900.24,Credit Card,01-09-21,Emaar Square Mall,0,0
10.42.0.151-10.42.0.1-13717-53-17,coupon_201131,C363987,Male,62,Clothing,1,300.08,Cash,25-10-22,Cevahir AVM,1,1
10.42.0.211-54.192.38.65-58620-443-6,coupon_328046,C995929,Female,30,Cosmetics,3,121.98,Debit Card,17-06-22,Mall of Istanbul,0,0
10.42.0.151-10.42.0.1-51021-53-17,coupon_153790,C236969,Female,47,Cosmetics,1,40.66,Cash,09-05-21,Viaport Outlet,0,0
1.31.173.114-10.42.0.42-80-37987-6,coupon_251311,C145797,Male,40,Shoes,4,2400.68,Credit Card,29-04-22,Emaar Square Mall,0,0
172.217.10.130-10.42.0.42-443-36760-6,coupon_326582,C241450,Female,35,Clothing,3,900.24,Credit Card,09-11-21,Metrocity,1,1
202.77.129.230-10.42.0.211-80-47856-6,coupon_474661,C196296,Female,41,Cosmetics,5,203.3,Cash,08-10-21,Mall of Istanbul,1,1
10.42.0.151-123.125.29.220-48972-80-6,coupon_160638,C306908,Female,48,Clothing,2,600.16,Cash,29-05-22,Kanyon,0,0
10.42.0.211-52.84.29.134-44455-443-6,coupon_437948,C141984,Male,26,Food & Beverage,5,26.15,Cash,22-08-22,Metrocity,0,0
203.205.191.25-10.42.0.211-80-38756-6,coupon_282321,C720642,Female,27,Food & Beverage,1,5.23,Cash,16-11-22,Kanyon,1,1
209.10.120.26-10.42.0.211-80-60809-6,coupon_707747,C270638,Female,26,Souvenir,5,58.65,Debit Card,17-08-22,Kanyon,1,1
172.217.6.206-10.42.0.211-443-36549-6,coupon_158486,C858536,Female,65,Food & Beverage,3,15.69,Credit Card,10-02-23,Istinye Park,1,1
162.208.22.39-10.42.0.151-443-55153-6,coupon_224933,C289573,Female,25,Cosmetics,2,81.32,Credit Card,20-01-21,Kanyon,1,1
203.130.53.126-10.42.0.42-80-60573-6,coupon_164873,C122094,Female,19,Books,4,60.6,Credit Card,19-05-22,Metrocity,1,1
10.42.0.42-13.32.248.108-38781-443-6,coupon_325555,C162986,Male,21,Technology,4,4200.0,Credit Card,30-01-23,Metrocity,1,1
10.42.0.151-10.42.0.1-1835-53-17,coupon_325396,C271881,Female,61,Food & Beverage,5,26.15,Cash,25-02-21,Istinye Park,1,1
219.142.78.162-10.42.0.151-80-54668-6,coupon_280155,C214260,Female,65,Toys,5,179.2,Debit Card,18-12-22,Mall of Istanbul,1,1
10.42.0.211-64.71.142.120-37147-443-6,coupon_156562,C209210,Female,23,Cosmetics,4,162.64,Credit Card,16-07-22,Metrocity,1,1
10.42.0.211-23.66.169.49-56405-80-6,coupon_332361,C296477,Male,42,Clothing,3,900.24,Cash,18-01-22,Kanyon,0,0
10.42.0.211-10.42.0.1-50439-53-17,coupon_317628,C134069,Male,33,Food & Beverage,3,15.69,Credit Card,11-09-21,Mall of Istanbul,0,0
10.42.0.211-123.125.115.164-44326-443-6,coupon_907952,C241442,Female,54,Clothing,2,600.16,Credit Card,07-08-22,Metropol AVM,1,1
137.116.195.37-10.42.0.151-443-50203-6,coupon_281621,C312418,Female,67,Food & Beverage,4,20.92,Credit Card,31-01-21,Kanyon,1,1
172.217.12.133-10.42.0.151-443-38309-6,coupon_289841,C127004,Female,41,Food & Beverage,1,5.23,Cash,15-07-21,Cevahir AVM,1,1
220.170.182.31-10.42.0.211-443-44525-6,coupon_335087,C198868,Female,57,Books,5,75.75,Cash,16-10-21,Kanyon,0,0
172.217.10.1-10.42.0.211-443-52398-6,coupon_239889,C173860,Female,35,Clothing,1,300.08,Cash,29-03-21,Mall of Istanbul,0,0
10.42.0.211-66.102.255.61-36659-443-6,coupon_742907,C186098,Male,62,Clothing,1,300.08,Cash,22-09-21,Metropol AVM,0,0
10.42.0.211-47.88.68.21-39914-443-6,coupon_271714,C285261,Male,26,Toys,1,35.84,Cash,20-03-21,Emaar Square Mall,1,1
216.58.219.228-10.42.0.211-443-36654-6,coupon_457421,C214662,Male,48,Cosmetics,4,162.64,Cash,28-08-22,Kanyon,1,1
216.58.219.238-10.42.0.211-443-40840-6,coupon_246390,C163444,Female,57,Clothing,4,1200.32,Cash,03-06-22,Metropol AVM,1,1
10.42.0.211-104.192.110.245-36573-443-6,coupon_179338,C533520,Female,53,Shoes,2,1200.34,Cash,27-03-21,Istinye Park,1,1
172.217.12.202-10.42.0.211-443-44143-6,coupon_254528,C339565,Male,58,Cosmetics,4,162.64,Cash,04-11-21,Mall of Istanbul,1,1
172.217.12.142-10.42.0.151-443-41071-6,coupon_299925,C202977,Female,32,Clothing,2,600.16,Credit Card,11-08-21,Mall of Istanbul,0,0
10.42.0.211-10.42.0.1-36418-53-17,coupon_321373,C237063,Female,23,Food & Beverage,5,26.15,Cash,05-08-22,Zorlu Center,0,0
